title,link,date,summary
Acceptance of sustainable solar energy systems is influenced by household age,https://environment.ec.europa.eu/news/acceptance-sustainable-solar-energy-systems-influenced-household-age-2025-09-23_en,23 September 2025,"Household age is often overlooked when considering ways to encourage uptake of solar energy systems and increase their circularity. A study addresses this gap, finding that interest in and adoption of solar energy rises to age 65 before declining."
"How do we boost flood resilience in cities? Addressing social vulnerability is key, a new study finds.",https://environment.ec.europa.eu/news/how-do-we-boost-flood-resilience-cities-addressing-social-vulnerability-key-new-study-finds-2025-09-23_en,23 September 2025,A case study in Barcelona mapped high-risk hotspots for major flood events as climate change increases stormwater frequency. It highlighted social vulnerability as a major factor that must be addressed.
"‘Floating Island’ plant rafts create wildlife hotspots, nurture beneficial microbes and pond ecosystems.",https://environment.ec.europa.eu/news/floating-island-plant-rafts-create-wildlife-hotspots-nurture-beneficial-microbes-and-pond-ecosystems-2025-09-23_en,23 September 2025,"Artificial floating islands - often called ‘floating treatment wetlands’ are already known to improve water quality in ponds, lakes and rivers and help a range of aquatic wildlife."
New European Partnership on One Health AMR: €253 million for research and innovation against antimicrobial resistance,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/new-european-partnership-one-health-amr-eu253-million-research-and-innovation-against-antimicrobial-2025-09-23_en,23 September 2025,"Research and innovation news alert: Today, the European Union has officially launched the Partnership on One Health Antimicrobial Resistance (OHAMR)."
Celebrating 10 years of the European Week of Sport,/news-and-media/news/celebrating-10-years-european-week-sport-2025-09-23_en,23 September 2025,Learn about the EU's European Week of Sport campaign that has helped millions of Europeans discover the benefits of sport and about the EU's wider sport policy
EU and Moldova extend Road Transport Agreement until 31 March 2027,https://enlargement.ec.europa.eu/news/eu-and-moldova-extend-road-transport-agreement-until-31-march-2027-2025-09-23_en,23 September 2025,The EU and Moldova decided to extend the validity of their current Road Transport Agreement until 31 March 2027. The Agreement is designed to support Moldova's access to global markets by facilitating transit through EU countries and strengthening the country's connections with the EU market.
Results of 22-09-2025 auction (EU-Bonds),/news-and-media/news/results-22-09-2025-auction-eu-bonds-2025-09-23_en,23 September 2025,Auction results EU-Bonds
Commission approves €11.7 million of aid granted to Carcassonne airport and orders France to recover €1.8 million,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_2140,22 September 2025,The Commission has approved €11.7 million in State aid granted to the manager of Carcassonne airport between 2001 and 2011. The European Commission has also concluded that certain agreements signed over the same period between the Carcassonne airport and airlines operating at that airport
Commission seeks input on future of New European Bauhaus,https://environment.ec.europa.eu/news/commission-seeks-input-future-new-european-bauhaus-2025-09-22_en,22 September 2025,"The initiative aims to create buildings, public spaces, and neighbourhoods which are beautiful, sustainable, and inclusive."
Young Citizens Assembly on Pollinators,https://environment.ec.europa.eu/news/young-citizens-assembly-pollinators-2025-09-22_en,22 September 2025,"The Assembly’s first session runs 26–28 September, uniting young members, experts and stakeholders to tackle pollinators decline. Join the plenary online on 27 September and be part of the conversation!"
Exploring apprenticeships in Europe and beyond: 10th EAfA Seminar for Partner Countries,https://employment-social-affairs.ec.europa.eu/news/exploring-apprenticeships-europe-and-beyond-10th-eafa-seminar-partner-countries-2025-09-22_en,22 September 2025,"The 10th European Alliance for Apprenticeships (EAfA) and European Training Foundation (ETF) Seminar will take place in Podgorica, Montenegro on 7 and 8 October."
Commission proposes fishing opportunities for 2026 in the Mediterranean and Black Seas,https://oceans-and-fisheries.ec.europa.eu/news/commission-proposes-fishing-opportunities-2026-mediterranean-and-black-seas-2025-09-22_en,22 September 2025,"Today, the Commission adopted its proposal for fishing opportunities for 2026 for the Mediterranean and the Black Seas. The proposal promotes the sustainable management of fish stocks in the Mediterranean and the Black Seas and delivers on the political commitments made in the MedFish4Ever and Sofia"
"Commissioner Síkela and European Parliament DEVE Committee conclude mission to Namibia, reinforcing EU–Namibia partnership for job creation and growth",https://international-partnerships.ec.europa.eu/news-and-events/news/commissioner-sikela-and-european-parliament-deve-committee-conclude-mission-namibia-reinforcing-eu-2025-09-22_en,22 September 2025,"From 16–19 September, Commissioner for International Partnerships Jozef Síkela led a mission to Namibia, together with Mr. Barry Andrews, Chair of the European Parliament’s Development Committee (DEVE), and eight senior Members of the Committee."
EU renews support for WHO’s Universal Health Coverage Partnership,https://international-partnerships.ec.europa.eu/news-and-events/news/eu-renews-support-whos-universal-health-coverage-partnership-2025-09-22_en,22 September 2025,The World Health Organization and the European Union have renewed their collaboration on achieving universal health coverage with the launch of Phase V (2025–2028) of the Universal Health Coverage Partnership - WHO’s largest platform for strengthening health systems and advancing primary health care
Digital Services Act: keeping us safe online,/news-and-media/news/digital-services-act-keeping-us-safe-online-2025-09-22_en,22 September 2025,"The Digital Services Act (DSA) regulates online services such as social media, marketplaces, app stores, and online travel and accommodation services.  Its main goal is to create a safer digital space in which your fundamental rights are protected."
EU and ICAO strengthen cooperation ahead of the 42nd ICAO Assembly,https://transport.ec.europa.eu/news-events/news/eu-and-icao-strengthen-cooperation-ahead-42nd-icao-assembly-2025-09-22_en,22 September 2025,"The EU and ICAO have reaffirmed their strong commitment to advancing global aviation safety, security and sustainability during the 9th EU-ICAO Joint Committee meeting, held on 22 September at ICAO Headquarters in Montréal."
BlueComp - the EU’s Flagship Competence Framework for the Blue Economy,https://blue-economy-observatory.ec.europa.eu/news/bluecomp-eus-flagship-competence-framework-blue-economy-2025-09-22_en,22 September 2025,"BlueComp is the EU’s flagship competence framework for the blue economy, developed through the study “Support and design skills development in the blue economy” for the European Commission."
CBE JU call closes with 248 project proposals submitted,https://www.cbe.europa.eu/news/cbe-ju-call-closes-248-project-proposals-submitted,22 September 2025,The CBE JU programme office has received 248 project proposals by the 18 September deadline for the 2025 call.
Moldova successfully completes its screening process,https://enlargement.ec.europa.eu/news/moldova-successfully-completes-its-screening-process-2025-09-22_en,22 September 2025,"Today, Moldova has reached an important milestone on its EU accession path with the completion of the bilateral screening with the European Commission. The bilateral screening began in July 2024"
Commissioner Kos visits Bosnia and Herzegovina to support reform and progress efforts towards a European future,https://enlargement.ec.europa.eu/news/commissioner-kos-visits-bosnia-and-herzegovina-support-reform-and-progress-efforts-towards-european-2025-09-22_en,22 September 2025,"Today, Commissioner for Enlargement Marta Kos begins a three-day trip to Bosnia and Herzegovina to underscore the EU's support for the country's European future."
Commissioner Kos reaffirms EU support for normalisation process and regional connectivity in Azerbaijan and Armenia,https://enlargement.ec.europa.eu/news/commissioner-kos-reaffirms-eu-support-normalisation-process-and-regional-connectivity-azerbaijan-and-2025-09-22_en,22 September 2025,"Yesterday, EU Commissioner for Enlargement Marta Kos concluded her visit to Azerbaijan and Armenia, reaffirming the EU's commitment to peace, stability, and economic development in the South Caucasus. The EU aims to strengthen ties with both countries by integrating reforms with soft connectivity..."
OLAF experts deliver training to Ukrainian customs and law enforcement,https://anti-fraud.ec.europa.eu/media-corner/news/olaf-experts-deliver-training-ukrainian-customs-and-law-enforcement-2025-09-19_en,19 September 2025,"On 16–17 September, in cooperation with the European Union Border Assistance Mission to Moldova and Ukraine, OLAF experts delivered a two-day training for Ukrainian customs and law enforcement officers in Moldova on Open Source Intelligence."
Seveso III Implementation Report: European industrial safety improved,https://environment.ec.europa.eu/news/seveso-report-european-industrial-safety-improved-2025-09-19_en,19 September 2025,A new report on the implementation of the Seveso III Directive on industrial accidents and safety finds an overall improvement across the EU.
Commission welcomes RENURE agreement in Nitrates Committee,https://environment.ec.europa.eu/news/commission-welcomes-renure-agreement-nitrates-committee-2025-09-19_en,19 September 2025,"Standing for 'Recovered Nitrogen from Manure', RENURE fertilisers are made from processed manure."
Inspiring the next generation: Commission brings EU teachers to ITER,https://energy.ec.europa.eu/news/inspiring-next-generation-commission-brings-eu-teachers-iter-2025-09-19_en,19 September 2025,"This year marked the third teachers’ visit to ITER, which the Commission has been organising since 2023, targeting secondary school teachers from across the EU."
Global Gateway investments focus on education and job creation for Namibians to benefit from pioneering green industrialisation,https://international-partnerships.ec.europa.eu/news-and-events/news/global-gateway-investments-focus-education-and-job-creation-namibians-benefit-pioneering-green-2025-09-19_en,19 September 2025,The “Ignite GH2” project was officially signed at the Namibian Institute of Mining and Technology (NIMT) during the high-level European Union (EU) visit to Namibia.
Global Gateway in Namibia: Joint field visit of EU Commissioner for International Partnerships and European Parliament showcases how EU investments boost clean industrial,https://international-partnerships.ec.europa.eu/news-and-events/news/global-gateway-namibia-joint-field-visit-eu-commissioner-international-partnerships-and-european-2025-09-19_en,19 September 2025,A high-level European Union delegation visited several EU-supported projects that boost sustainable development of Namibia with a specific focus on education and jobs creating.
High-level EU delegation discussed EU-Namibia partnership with President Nandi-Ndaitwah,https://international-partnerships.ec.europa.eu/news-and-events/news/high-level-eu-delegation-discussed-eu-namibia-partnership-president-nandi-ndaitwah-2025-09-19_en,19 September 2025,"The exchanges focused on how the EU Global Gateway investments can turn Namibia into a global leader in sustainable energy and clean industrial transformation and support SMEs, training and job creation in Namibia, while promoting sustainable and inclusive development."
New Study Highlights State of play in Digitalisation in EU Agriculture,https://agriculture.ec.europa.eu/media/news/new-study-highlights-state-play-digitalisation-eu-agriculture-2025-09-19_en,19 September 2025,"New study shows digitalisation is reshaping farming. Most farmers use digital tools and expect economic, environmental & social benefits. An interactive dashboard highlights trends, while untapped potential remains in data use and interoperability."
Satellite Tech and Smart Data Take Root in Europe’s Farming Future,https://agriculture.ec.europa.eu/media/news/satellite-tech-and-smart-data-take-root-europes-farming-future-2025-09-19_en,19 September 2025,ICE Conference Member States sharing experiences and best practices in the implementation of the Integrated Administration and Control System (IACS) and its quality assessment
The call to become European Climate Pact Ambassador or Partner is now open!,https://climate.ec.europa.eu/news-other-reads/news/call-become-european-climate-pact-ambassador-or-partner-now-open-2025-09-19_en,19 September 2025,Scale up local efforts into Europe-wide change! The Climate Pact Ambassadors and Partners call is now open until 15 October.
Want to improve your odds of getting hired? Get your cover letter right,https://eures.europa.eu/want-improve-your-odds-getting-hired-get-your-cover-letter-right-2025-09-19_en,19 September 2025,"Nowadays, job postings usually prompt reactions from hundreds of applicants. A top-notch cover letter that stands out among many qualified candidates will put you ahead of the game."
EU and Moldova extend road transport agreement,https://transport.ec.europa.eu/news-events/news/eu-and-moldova-extend-road-transport-agreement-2025-09-19_en,19 September 2025,The agreement aims at helping Moldova access world markets by facilitating transit through EU countries and further developing its links with the EU market.
Study on Skills Development for Europe's Blue Economy,https://blue-economy-observatory.ec.europa.eu/news/study-skills-development-europes-blue-economy-2025-09-19_en,19 September 2025,"In response to evolving labour market dynamics and the need to ensure a skilled and adaptable workforce, the European Commission has published a study to map the current skills landscape and identify future needs."
36th EU Contest for Young Scientists: and the winner is…,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/36th-eu-contest-young-scientists-and-winner-2025-09-19_en,19 September 2025,"Research and innovation news alert: The winners were announced during the event’s award ceremony at the Splendid Palace in Riga, Latvia, following a five-days contest."
R&I stakeholders respond to Commission survey: The Codes of Practice for knowledge valorisation are helpful and used in a variety of ways,https://research-and-innovation.ec.europa.eu/news/all-research-and-innovation-news/ri-stakeholders-respond-commission-survey-codes-practice-knowledge-valorisation-are-helpful-and-used-2025-09-19_en,19 September 2025,The outcomes of the European Commission’s survey on the Codes of Practice for Knowledge Valorisation confirm their relevance and great potential.
New mobile app eases access to EU funding,/news-and-media/news/new-mobile-app-eases-access-eu-funding-2025-09-19_en,19 September 2025,Find out how the EU is making it easier to access EU funding opportunities by launching a mobile app that helps users find opportunities and access projects
Commission publishes evaluations of EU rules on pyrotechnics and civil explosives,https://single-market-economy.ec.europa.eu/news/commission-publishes-evaluations-eu-rules-pyrotechnics-and-civil-explosives-2025-09-19_en,19 September 2025,They have identified which aspects work well and what could be improved in a potential revision.
OLAF and partners boost cooperation against tobacco fraud,https://anti-fraud.ec.europa.eu/media-corner/news/olaf-and-partners-boost-cooperation-against-tobacco-fraud-2025-09-18_en,18 September 2025,"The European Anti-Fraud Office (OLAF), in cooperation with Finnish Customs, organised the Annual OLAF Tobacco Conference from 16-18 September in Helsinki, Finland. The event focused on the latest fraud trends and challenges in order to strengthen the fight against tobacco fraud."
OBSERVER: How EGNOS has revolutionised the way we fly,https://defence-industry-space.ec.europa.eu/observer-how-egnos-has-revolutionised-way-we-fly-2025-09-18_en,18 September 2025,"12 seconds—that's how long it took to make history. On 17 December 1903, two bicycle shop owners from Ohio, USA, Orville and Wilbur Wright, completed the first powered flight of a heavier-than-air aircraft. The flight covered 36 metres at a speed of just under 11 kilometres per hour and lasted only"
PES Network adopts Opinion Paper on the new European Pillar of Social Rights Action Plan,https://employment-social-affairs.ec.europa.eu/news/pes-network-adopts-opinion-paper-new-european-pillar-social-rights-action-plan-2025-09-18_en,18 September 2025,"The European Network of Public Employment Services has just adopted an Opinion Paper on the new Action Plan to implement the European Pillar of Social Rights, highlighting PES’ contribution to its implementation."
The Projects to Policy Seminar introduces newly launched security research projects to policy makers in Brussels,https://home-affairs.ec.europa.eu/news/projects-policy-seminar-introduces-newly-launched-security-research-projects-policy-makers-brussels-2025-09-18_en,18 September 2025,This year’s Projects to Policy Seminar introduced the newly launched security research projects under Horizon Europe Cluster 3 to some of the most relevant European policy makers in Brussels.
Green energy: A high- level EU delegation inaugurates Cleanergy Solutions Namibia with President Netumbo Nandi-Ndaitwah,https://international-partnerships.ec.europa.eu/news-and-events/news/green-energy-high-level-eu-delegation-inaugurates-cleanergy-solutions-namibia-president-netumbo-2025-09-18_en,18 September 2025,"Today in Namibia the first large-scale solar-powered green hydrogen facility, Cleanergy Solutions Namibia, was launched."
Joint Statement by European Commissioner Michael McGrath and Minister ITO Yoshitaka of Japan,/news-and-media/news/joint-statement-european-commissioner-michael-mcgrath-and-minister-ito-yoshitaka-japan-2025-09-18_en,18 September 2025,Joint Press Statement: Japan informal consumer dialogue
"Joint press statement by Commissioner Michael McGrath and TEZUKA Satoru, Chairperson of the Personal Information Protection Commission of Japan",/news-and-media/news/joint-press-statement-commissioner-michael-mcgrath-and-tezuka-satoru-chairperson-personal-2025-09-18_en,18 September 2025,"Joint press statement by Commissioner Michael McGrath and TEZUKA Satoru, Chairperson of the Personal Information Protection Commission of Japan"
Commission consults experts on design of STM voluntary measures,https://defence-industry-space.ec.europa.eu/commission-consults-experts-design-stm-voluntary-measures-2025-09-17_en,17 September 2025,"On 17 September 2025, DG DEFIS held a workshop together with the Katholieke Universiteit Leuven ((KUL) on the design of voluntary measures in the field of space traffic management."
European Green Leaf cities unite: Viladecans welcomes Águeda in celebration,https://environment.ec.europa.eu/news/european-green-leaf-cities-unite-viladecans-welcomes-agueda-celebration-2025-09-17_en,17 September 2025,"On the occasion of the Festa Major, Viladecans, European Green Leaf 2025, hosted a delegation from Águeda, European Green Leaf 2026. The two cities shared strategies, explored local sustainability projects and celebrated citizen engagement – discover the highlights of this inspiring exchange."
"One Label. More than 100,000 greener products. One Catalogue.",https://environment.ec.europa.eu/news/one-label-more-100000-greener-products-one-catalogue-2025-09-17_en,17 September 2025,Explore the revamped online Product Catalogue and discover EU Ecolabel certified goods and services in a few clicks!
EU at Osaka World Expo: Promoting Global Circular Solutions,https://environment.ec.europa.eu/news/eu-osaka-world-expo-promoting-global-circular-solutions-2025-09-17_en,17 September 2025,The Commission will host the Circular Economy Days at the World Expo in Japan between 22 and 24 September.
EU-Japan Energy Dialogue 2025: advancing partnership on the clean energy transition and security of supply,https://energy.ec.europa.eu/news/eu-japan-energy-dialogue-2025-advancing-partnership-clean-energy-transition-and-security-supply-2025-09-17_en,17 September 2025,"At the latest EU-Japan Energy Dialogue on 15-16 September 2025, high-level representatives of the European Commission and Japan’s Agency for Natural Resources and Energy met to deepen cooperation on a range of issues vital for clean, secure and affordable energy."
Commission presents minimum national allocations for the CAP after 2027,https://agriculture.ec.europa.eu/media/news/commission-presents-minimum-national-allocations-cap-after-2027-2025-09-17_en,17 September 2025,"The Commission announces minimum national allocations under the future CAP, ensuring income support for EU farmers until 2034."
EU allocates €100m-worth of ETS allowances to help airlines buy Sustainable Aviation Fuels,https://climate.ec.europa.eu/news-other-reads/news/eu-allocates-eu100m-worth-ets-allowances-help-airlines-buy-sustainable-aviation-fuels-2025-09-17_en,17 September 2025,"On 12 September 2025, the Commission adopted a Decision on the allocation of EU ETS emission allowances to airlines for the use of sustainable aviation fuels (SAF) in 2024."
One month left: Have your say on the European Affordable Housing Plan,https://housing.ec.europa.eu/news/one-month-left-have-your-say-european-affordable-housing-plan-2025-09-17_en,17 September 2025,"The Commission currently has a comprehensive public consultation ongoing to gather input on the first-ever European Affordable Housing Plan. The consultation is now entering its final month, with deadline 17 October."
Have your say on military mobility challenges,https://transport.ec.europa.eu/news-events/news/have-your-say-military-mobility-challenges-2025-09-17_en,17 September 2025,"To improve the movement of military troops, equipment and assets across the European Union and beyond, the Commission would like to hear your views on the military mobility package."
Commissioner Kos in Azerbaijan and Armenia to advance EU cooperation and connectivity agenda in the South Caucasus,https://enlargement.ec.europa.eu/news/commissioner-kos-azerbaijan-and-armenia-advance-eu-cooperation-and-connectivity-agenda-south-2025-09-17_en,17 September 2025,"Today, Commissioner for Enlargement Marta Kos is traveling to Azerbaijan and Armenia for a three-day trip in a pivotal moment for EU relations in the South Caucasus region. With the Armenia–Azerbaijan peace process, there is now an opportunity to reinforce EU cooperation in the region and advance..."
Announcement of next auction (EU-Bonds) on 22-09-2025,/news-and-media/news/announcement-next-auction-eu-bonds-22-09-2025-2025-09-17_en,17 September 2025,Auction announcement EU-Bonds.
Results of 17-09-2025 auction (EU-Bills),/news-and-media/news/results-17-09-2025-auction-eu-bills-2025-09-17_en,17 September 2025,Auction results EU-Bills.
"13th U.S.-EU Space Dialogue Held in Washington, D.C.",https://defence-industry-space.ec.europa.eu/13th-us-eu-space-dialogue-held-washington-dc-2025-09-16_en,16 September 2025,"Officials from the European Union and the United States convened in Washington, D.C. on 8–9 September 2025 for the 13th U.S.-EU Space Dialogue. The two-day meeting brought together senior space representatives on both sides of the Atlantic to discuss key issues in the space domain and to deepen tran"
Join the Future of Tax Cooperation in the EU: ETACA Second Pilot Now Open!,https://taxation-customs.ec.europa.eu/news/join-future-tax-cooperation-eu-etaca-second-pilot-now-open-2025-09-16_en,16 September 2025,"EU Member States, together with the European Commission, are preparing to launch the Second Pilot of ETACA (European Trust and Cooperation Approach). Join the dedicated conference on 24 September."
In focus: Supercharging the transition with energy storage solutions,https://energy.ec.europa.eu/news/focus-supercharging-transition-energy-storage-solutions-2025-09-16_en,16 September 2025,"While renewable energy sources can’t be depleted in the same way as fossil fuels, they are ‘variable’, meaning their availability fluctuates. That’s where energy storage solutions, such as batteries, have a vital role to play."
European Mobility Week 2025 promotes inclusive and sustainable mobility for everyone,https://transport.ec.europa.eu/news-events/news/european-mobility-week-2025-promotes-inclusive-and-sustainable-mobility-everyone-2025-09-16_en,16 September 2025,"From 16 to 22 September, more than 2,500 towns and cities will celebrate European Mobility Week."
EU Ministers commit to faster truck recharging deployment,https://transport.ec.europa.eu/news-events/news/eu-ministers-commit-faster-truck-recharging-deployment-2025-09-16_en,16 September 2025,"Commissioner for Transport and Tourism Apostolos Tzitzikostas presents the Clean Transport Corridor Initiative, which seeks to accelerate the deployment of heavy-duty vehicles recharging infrastructure across key freight corridors."
"Food crises: 1.2 million people suffer catastrophic, conflict-driven hunger in 2025",https://joint-research-centre.ec.europa.eu/jrc-news-and-updates/food-crises-12-million-people-suffer-catastrophic-conflict-driven-hunger-2025-2025-09-16_en,16 September 2025,"The worst struck is Gaza, where the entire population is affected by high levels of acute food insecurity. Worldwide, funding cuts indicate devastating impact to humanitarian response."
EU opens accession negotiations with Albania on green and sustainable connectivity policies,https://enlargement.ec.europa.eu/news/eu-opens-accession-negotiations-albania-green-and-sustainable-connectivity-policies-2025-09-16_en,16 September 2025,"Today, the sixth meeting of the Accession Conference with Albania marked the opening of negotiations on the so-called cluster 4: green agenda and sustainable connectivity. This cluster covers notably: transport and energy, the trans-European networks, and environment and climate change policies."
"Women, older people, migrants and persons with disabilities key to tackling EU skills and labour shortages",https://employment-social-affairs.ec.europa.eu/news/women-older-people-migrants-and-persons-disabilities-key-tackling-eu-skills-and-labour-shortages-2025-09-16_en,16 September 2025,"The Commission’s 2025 Employment and Social Developments in Europe (ESDE) report highlights the importance of better integrating underrepresented groups - women, older people, migrants and persons with disabilities - into the job market to mitigate skills and labour shortages."
Joint Press Statement by Commissioner Michael McGrath and Chairperson Haksoo Ko on the entry into force of the Korean adequacy decision on the EU,/news-and-media/news/joint-press-statement-commissioner-michael-mcgrath-and-chairperson-haksoo-ko-entry-force-korean-2025-09-16_en,16 September 2025,Joint Press Statement: Korea DPA
In focus: Supercharging the transition with energy storage solutions,https://energy.ec.europa.eu/news/focus-supercharging-transition-energy-storage-solutions-2025-09-16_en,16 September 2025,"While renewable energy sources can’t be depleted in the same way as fossil fuels, they are ‘variable’, meaning their availability fluctuates. That’s where energy storage solutions, such as batteries, have a vital role to play."
EU CyberNet enters second phase to strengthen global cyber resilience,https://fpi.ec.europa.eu/news/eu-cybernet-enters-second-phase-strengthen-global-cyber-resilience-2025-09-15_en,15 September 2025,"EU CyberNet has entered its second phase (2025–2028), expanding the EU’s flagship initiative for global cyber capacity building with a new focus on the Indo-Pacific region."
Commission launches new initiatives with industry to boost Europe's Automotive leadership,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_2090,15 September 2025,"President Ursula von der Leyen chaired the third Strategic Dialogue on the Future of the European Automotive Industry, bringing together the European automotive industry, social partners, and other stakeholders in Brussels."
New coordinators appointed to drive completion of Europe’s trans-European transport network,https://transport.ec.europa.eu/news-events/news/new-coordinators-appointed-drive-completion-europes-trans-european-transport-network-2025-09-15_en,15 September 2025,"Three European Coordinators have been designated to help complete the trans-European transport network (TEN-T), a vast infrastructure network of railways, roads, and inland waterways connecting the European Union."
Global Gateway in Pacific: First-ever Business forum and largest investment deal during the mission of Commissioner Síkela,https://international-partnerships.ec.europa.eu/news-and-events/news/global-gateway-pacific-first-ever-business-forum-and-largest-investment-deal-during-mission-2025-09-15_en,15 September 2025,"Commissioner for International Partnerships Jozef Síkela concludes more than a week-long mission to Fiji, Vanuatu and Papua New Guinea. The main objective of the mission was to strengthen the EU-Pacific partnership and promote the EU’s Global Gateway investment strategy in the strategic region."
Commission takes first step to strengthen the EU’s energy security framework,https://energy.ec.europa.eu/news/commission-takes-first-step-strengthen-eus-energy-security-framework-2025-09-15_en,15 September 2025,This call for evidence is open until 13 October 2025.
"""Water & Health"" joint transnational Call open",https://www.water4all-partnership.eu/news/water-health-joint-transnational-call-open,12 September 2025,33 Funding Partner Organisations from Europe and abroad are pleased to announce the opening of a new Joint Transnational Call on “Water and Health”.
Commission accepts commitments offered by Microsoft to address competition concerns related to Teams,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_2048,12 September 2025,The European Commission has accepted commitments from Microsoft to address EU competition concerns relating to its popular team collaboration platform Teams. These commitments will henceforth be legally binding under EU antitrust rules.
Gender-Sensitive Communication in the Transport Sector,https://transport.ec.europa.eu/news-events/news/gender-sensitive-communication-transport-sector-2025-09-12_en,12 September 2025,"By Lucía Mejía Dorantes
Ambassador for #DiversityInTransport"
Gender-Sensitive Communication in the Transport Sector,https://transport.ec.europa.eu/news-events/news/gender-sensitive-communication-transport-sector-2025-09-12_en,12 September 2025,"By Lucía Mejía Dorantes
Ambassador for #DiversityInTransport"
Why migrant voices matter,https://transport.ec.europa.eu/news-events/news/why-migrant-voices-matter-2025-09-12_en,12 September 2025,"By Muhammad Arshad Mukhtar
Ambassador for #DiversityinTransport"
Ukraine in Motion: Inclusive Paths Ahead,https://transport.ec.europa.eu/news-events/news/ukraine-motion-inclusive-paths-ahead-2025-09-12_en,12 September 2025,"By Alisa Dorokhina
Ambassador for #DiversityInTransport"
"""Water & Health"" joint transnational Call open",https://www.water4all-partnership.eu/news/water-health-joint-transnational-call-open,12 September 2025,33 Funding Partner Organisations from Europe and abroad are pleased to announce the opening of a new Joint Transnational Call on “Water and Health”.
European Industrial Alliance on Small Modular Reactors Unveils Strategic Action Plan,https://single-market-economy.ec.europa.eu/news/european-industrial-alliance-small-modular-reactors-unveils-strategic-action-plan-2025-09-12_en,12 September 2025,"Last week, the European Industrial Alliance on Small Modular Reactors (SMRs) adopted its first Strategic Action Plan at their second General Assembly, giving an overview of its plans over the next five years to facilitate SMRs' development, demonstration, and deployment in Europe by the early 2030."
"European Heritage Days: explore the past, protect our future",/news-and-media/news/european-heritage-days-explore-past-protect-our-future-2025-09-12_en,12 September 2025,This weekend’s European Heritage Days offers you a chance to take a wander around some of Europe’s finest buildings and cultural sites for free.
Announcement of next auction (EU-Bills) on 17-09-2025,/news-and-media/news/announcement-next-auction-eu-bills-17-09-2025-2025-09-12_en,12 September 2025,Auction announcement EU-Bills.
Have your say on the Military Mobility Package,https://defence-industry-space.ec.europa.eu/have-your-say-military-mobility-package-2025-09-11_en,11 September 2025,"The European Commission and the European External Action Service would like to ask your views on the future Military Mobility package, announced by the White Paper for European Defence Readiness 2030 on 19 March 2025."
Commission invites comments on draft revised EU competition rules for technology transfer agreements,https://ec.europa.eu/commission/presscorner/detail/en/ip_25_2069,11 September 2025,"The European Commission has today launched a public consultation, inviting all interested parties to
comment on drafts of a revised Technology Transfer Block Exemption Regulation (‘TTBER') and
revised Guidelines on the application of Article 101 of the Treaty to technology transfer
agreements"
New Training available: EU Centralised Clearance for Import (CCI) – Full System,https://taxation-customs.ec.europa.eu/news/new-training-available-eu-centralised-clearance-import-cci-full-system-2025-09-11_en,11 September 2025,Discover the new available training for EU Centralised Clearance for Import (CCI) system
State of the Union: President von der Leyen addresses migration and security,https://home-affairs.ec.europa.eu/news/state-union-president-von-der-leyen-addresses-migration-and-security-2025-09-11_en,11 September 2025,"In her State of the Union address, President von der Leyen emphasised the importance of a united and strong Europe in the face of global migration and security challenges, announcing a tripling of the EU budget for migration and border management, as well as sanctions targeted to migrant smugglers."
Commission adopts guidelines to enhance the resilience of critical entities in the EU,https://home-affairs.ec.europa.eu/news/commission-adopts-guidelines-enhance-resilience-critical-entities-eu-2025-09-11_en,11 September 2025,"On 11 September, the European Commission issued a Communication with new guidelines aimed at strengthening the resilience of critical infrastructure across the EU. This will help EU countries identify critical entities in 11 key sectors, including energy, drinking and wastewater, food, and banking."
BlueInvest Africa 2025: shaping Africa’s blue future,https://oceans-and-fisheries.ec.europa.eu/news/blueinvest-africa-2025-shaping-africas-blue-future-2025-09-11_en,11 September 2025,"The countdown to BlueInvest Africa 2025 is on - and momentum is building fast. On 15-16 October, Lomé, Togo, will host the EU’s flagship business event dedicated to accelerating sustainable blue economy and innovation in Africa. 24 selected start-ups are preparing to pitch their solutions"
"More than 350,000 European companies to get energy efficiency support under major EU financing initiative",https://energy.ec.europa.eu/news/more-350000-european-companies-get-energy-efficiency-support-under-major-eu-financing-initiative-2025-09-11_en,11 September 2025,"More than 350,000 companies across Europe are set to make energy efficiency gains through a €17.5 billion financing initiative by the European Union."
The new ‘rules’ of the remote interview,https://eures.europa.eu/new-rules-remote-interview-2025-09-11_en,11 September 2025,"Virtual interviewing, once a rare practice, is now a normal part of hiring and is evolving in line with current trends. Here’s how to have a positive experience, hopefully landing the job you are after."
"EU and UNDP to launch ‘Lights Stay On’ photo exhibition at European Parliament, showcasing Ukraine’s resilience",https://enlargement.ec.europa.eu/news/eu-and-undp-launch-lights-stay-photo-exhibition-european-parliament-showcasing-ukraines-resilience-2025-09-11_en,11 September 2025,"The European Union (EU) and the United Nations Development Programme (UNDP) in Ukraine are proud to announce the launch of the documentary photo exhibition “The Lights Stay On,” which will be on display at the European Parliament’s Info Hub from 15 to 26 September 2025..."
